area,state,station_id,station_name,sensor_id,parameter,value,unit,datetime_utc,station_lat,station_lon
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",12236553,,0.71,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",12236554,,100.95,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",12236561,,31.13,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",12236557,,70.6,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",12236556,,8.05,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",12236559,,63.39,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",12236558,,24.38,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",14342125,,0.08542,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",14342127,,0.1,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",14342126,,227.77,,2026-06-18T04:00:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",1312457,,0.0,,2022-10-16T15:45:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",1312451,,76.0,,2022-10-16T15:45:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",1312456,,320.0,,2022-10-16T15:45:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",1312474,,2.0,,2022-10-16T15:45:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",1312473,,150.7,,2022-10-16T15:45:00Z,23.107969,72.574648
Ahmedabad,Gujarat,227536,"Chandkheda, Ahmedabad - IITM",1312463,,4.84,,2022-10-16T15:45:00Z,23.107969,72.574648
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",12236585,,19.73,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",12236586,,62.38,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",12236581,,5.24,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",12236584,,46.46,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",12236580,,0.47,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",12236582,,10.65,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",12236587,,8.68,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",12236588,,30.18,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",12236583,,11.58,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",14342132,,102.19,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",14342133,,1.95,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",14342131,,0.00993,,2026-06-18T04:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",1315787,,2.47,,2022-07-07T09:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",1315784,,3330.0,,2022-07-07T09:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",1315792,,10.67,,2022-07-07T09:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",1315769,,0.0,,2022-07-07T09:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",1315797,,41.5,,2022-07-07T09:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228297,"SVPI Airport Hansol, Ahmedabad - IITM",1315800,,78.7,,2022-07-07T09:15:00Z,23.076793,72.627874
Ahmedabad,Gujarat,228298,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",12236521,,65.7,,2025-08-29T16:00:00Z,23.04307,72.56296800000001
Ahmedabad,Gujarat,228298,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",12236523,,95.57,,2025-08-29T16:00:00Z,23.04307,72.56296800000001
Ahmedabad,Gujarat,228298,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",12236522,,36.06,,2025-08-29T16:00:00Z,23.04307,72.56296800000001
